rowid,ID,Country,Type,Date,Year,Title,Outcome
4919,Hungary Proactive,Hungary,Proactive,2017-03-20,2017,"Do you agree that the Hungarian Parliament should enact a law that complies with Article XCII of 2003 on the taxation system? amends § 109 of the Act on asset acquisition investigations in such a way that the provisions in effect on December 31, 2015 will come into force again in place of the currently effective regulations, supplementing it with the fact that the National Tax and Customs Administration following the entry into force of the created law Within 30 days, it will start and within the legal deadline conduct the asset acquisition investigation against all persons and their close relatives as defined in the Civil Code, who between March 15, 1987 and March 15, 2017, the Hungarian Government (or on the amendment of the Constitution regarding the period before the entry into force of Act XXXI of 1989 on 5 years from the date of establishment and be banned for a period of time from performing any activity related to the use of public authority and public money.",PreInadmissible
4920,Hungary Proactive,Hungary,Proactive,2017-03-20,2017,"Do you agree that the Hungarian Parliament should enact a law that complies with Article XCII of 2003 on the taxation system? amends § 109 of the Act on asset acquisition investigations in such a way that the provisions in effect on December 31, 2015 will come into force again in place of the currently effective regulations, supplementing it with the fact that the National Tax and Customs Administration following the entry into force of the created law Within 30 days, it will start and within the legal deadline conduct the asset acquisition investigation against all persons and their close relatives as defined in the Civil Code, who since March 15, 1987, the Hungarian Government (or the entry into force of Act XXXI of 1989 amending the Constitution were members of the Council of Ministers, members of Parliament, mayors, or if the tax authority makes a finding involving sanctions against any of the above-mentioned persons, the person affected by the finding and their close relatives shall be prohibited from all kinds of public authority for a period of 5 years from the date of the finding from carrying out activities involving lmi function and the use of public money.",PreInadmissible
4921,Hungary Proactive,Hungary,Proactive,2017-03-20,2017,"Do you agree that the Hungarian Parliament should enact a law that obligatorily requires that the National Tax and Customs Administration ex officio order an asset acquisition investigation against all persons and their close relatives who between March 15, 1987 and 2017 was a member of the Hungarian Government, member of parliament, or mayor between March 15, and, if the National Tax and Customs Administration makes a finding involving sanctions against any of the above-mentioned persons, the person affected by the finding and their close relatives for a period of 5 years from the date of the finding be prohibited from carrying out any activity involving public authority functions and the use of public money.",PreInadmissible
4922,Hungary Proactive,Hungary,Proactive,2017-03-20,2017,"Do you agree that the Hungarian Parliament should enact a law that obligatorily requires that the National Tax and Customs Administration ex officio order an asset acquisition investigation against all persons and their close relatives who between March 15, 1987 and 2017 was a member of the Hungarian Government, Member of Parliament, or Mayor between March 15th, and if the National Tax and Customs Administration makes a finding involving sanctions against any of the above-mentioned persons, the person affected by the finding and their close relatives will be banned for a period of 5 years from the date of the finding from carrying out any kind of public authority function and activity involving the use of public money.",PreInadmissible
4923,Hungary Proactive,Hungary,Proactive,2017-03-20,2017,"Do you agree that the Hungarian Parliament should enact a law that obligatorily requires that the National Tax and Customs Office ex officio order an asset acquisition investigation against all persons and their close relatives who, since March 15, 1987 He was a member of the Hungarian Government, a member of Parliament, a mayor, or if the tax authority makes a sanction-related finding against any of the above-mentioned persons, the person affected by the finding and his close relatives shall be banned from any kind of public authority function and use of public money for a period of 5 years from the date of the finding. from its conclusion",PreInadmissible
4924,Hungary Proactive,Hungary,Proactive,2017-04-27,2017,"Do you agree that the Hungarian Parliament should enact a law that obligatorily requires the National Tax and Customs Office to carry out an ex officio wealth investigation against all persons who, between March 15, 1987 and March 15, 2017, were the Hungarian Government member, secretary of state, member of parliament, mayor or was a spouse, parent, sibling or child during their term of office, according to the rules in force on the first day of their term of office.",PreInadmissible
4925,Hungary Proactive,Hungary,Proactive,2017-04-27,2017,"Do you agree that the Hungarian Parliament should enact a law that obligatorily requires the National Tax and Customs Office to carry out an ex officio wealth investigation against all persons who, between March 15, 1987 and March 15, 2017, were the Hungarian Government member, secretary of state, member of parliament, mayor, or during their term of office, were you a spouse, parent, sibling or child?",PreInadmissible
4926,Hungary Proactive,Hungary,Proactive,2017-04-27,2017,"Do you agree that the Hungarian Parliament should enact a law that obligatorily stipulates that a member of the Hungarian Government, State Secretary, Member of Parliament, and mayor cannot be a person against whom the final decision of the National Tax and Customs Administration concluding an asset acquisition investigation is subject to a fine does it contain the statement?",PreInadmissible
4927,Hungary Proactive,Hungary,Proactive,2017-04-27,2017,"Do you agree that the Hungarian Parliament should enact a law that obligatorily stipulates that a member of the Hungarian Government, State Secretary, Member of Parliament, and mayor cannot be a person against whom the final decision of the National Tax and Customs Administration concluding the asset acquisition investigation established , that the combined amount of your tax-free, declared and earned income that is not subject to the declaration obligation is not proportionate to your wealth accumulation or living expenses?",PreInadmissible
4928,Hungary Proactive,Hungary,Proactive,2017-04-27,2017,"Do you agree that the Hungarian Parliament should enact a law that obligatorily stipulates that the National Tax and Customs Administration ex officio examines that whoever, between March 15, 1987 and March 15, 2017, the Hungarian Government member, secretary of state, member of parliament, mayor, or was a spouse, parent, sibling or child during their term of office, was the total amount of tax-free, declared and earned income not subject to declaration obligations proportionate to their wealth gain or living expenses ?",PreInadmissible
4929,Hungary Proactive,Hungary,Proactive,2017-03-20,2017,"Do you agree that the Hungarian Parliament should enact a law that obligatorily stipulates that the National Tax and Customs Administration shall comply with Act XCII of 2003 on the taxation system. based on the rules of § 109 of the Act in force on December 31, 2015, within 30 days of the entry into force of the created law, and within the legal deadline, the asset acquisition investigation shall be initiated against all persons and their close relatives defined in the Civil Code, who in 1987. since the 15th of March, he has been a member of the Hungarian Government (or the Council of Ministers for the period prior to the entry into force of Act XXXI of 1989 amending the Constitution), a member of Parliament, a mayor, or if the tax authority has issued a sanction-related finding against any of the above-mentioned persons does so, the person affected by the finding and his close relatives shall be banned for a period of 5 years from the date of the finding from carrying out any kind of public authority function and activity involving the use of public money.",PreInadmissible
4930,Hungary Proactive,Hungary,Proactive,2017-04-27,2017,"Do you agree that the Hungarian Parliament should enact a law that obligatorily stipulates that the National Tax and Customs Office shall, in relation to members of the Hungarian Government, state secretaries, members of parliament, mayors, their spouses, parents, siblings or children, initiate an asset acquisition investigation at the end of his term of office?",PreInadmissible
4931,Hungary Proactive,Hungary,Proactive,2017-07-12,2017,"Do you agree that the law allows the restriction of retail activities - apart from national holidays - only in the following cases: - violation of the rules on reporting employees, - violation of the rules on the distribution of goods of certified origin, - violation of the rules regarding the obligation to provide invoices or receipts, or - the existence of a direct threat to physical integrity or health?",PreInadmissible
4932,Hungary Proactive,Hungary,Proactive,2017-05-15,2017,Do you agree that the law stipulates that all Hungarian citizens who are abroad on the day of the election and are entitled to vote participate in the election of members of parliament under the same conditions?,PreInadmissible
4933,Hungary Proactive,Hungary,Proactive,2017-04-10,2017,Do you agree that the minimum sentence for corruption crimes should be five years in prison if committed by an official?,PreInadmissible
4934,Hungary Proactive,Hungary,Proactive,2017-09-20,2017,Do you agree that the National Assembly can recall the chief prosecutor from this position?,PreInadmissible
4935,Hungary Proactive,Hungary,Proactive,2017-04-11,2017,"Do you agree that the National Assembly passed CCIV of 2011 on national higher education? amend §§ 9, 76, 77, 115, and 117 of the Act to the content of the text in force on April 4, 2017?",PreInadmissible
4936,Hungary Proactive,Hungary,Proactive,2017-11-03,2017,"Do you agree that the National Assembly should amend and supplement the CLXII of 2011. law (hereinafter Bjt.) such that the Bjt. 106-109. The rules for initiating disciplinary proceedings against judges included in § VIII of 1871. law article 1-2; and 37-43. is regulated in accordance with §, and that the Bjt, which regulates the liability of judges for damages, IX. Chapter VIII of 1871. Article 65-67 of the law. supplement it with the provisions contained in §?",PreInadmissible
4937,Hungary Proactive,Hungary,Proactive,2017-07-19,2017,"Do you agree that the National Assembly should amend the 2011 law governing the initiation of disciplinary proceedings against judges. CLXVII TV. 106-109. §, and the VIII of 1871. Article 1-2 of the law. and 37-43. is regulated in accordance with §, and that CLXVII of 2011, which regulates the compensation liability of judges. TV. IX. Chapter VIII of 1871. Article 66-75 of the law. supplement it with the rules contained in section?",PreInadmissible
4938,Hungary Proactive,Hungary,Proactive,2017-03-10,2017,Do you agree that the National Assembly should amend the National Energy Strategy in such a way that it prioritizes the use of renewable energy sources and the improvement of energy efficiency over the use of nuclear energy?,PreInadmissible
4939,Hungary Proactive,Hungary,Proactive,2017-03-02,2017,"Do you agree that the National Assembly should create a law that prohibits the production of electricity in nuclear power plants from January 1, 2035?",PreInadmissible
4940,Hungary Proactive,Hungary,Proactive,2017-03-02,2017,"Do you agree that the National Assembly should create a law that requires the replacement of all nuclear power generation capacities with renewable energy sources from January 1, 2035?",PreInadmissible
4941,Hungary Proactive,Hungary,Proactive,2017-04-06,2017,Do you agree that the National Assembly should enact a law on citizen information related to the expansion of the Paks nuclear power plant in order to prevent the National Election Commission from classifying referendum questions related to nuclear energy as too complicated for voters?,PreInadmissible
4942,Hungary Proactive,Hungary,Proactive,2017-08-14,2017,"DO YOU AGREE THAT THE NATIONAL ASSEMBLY, BY CREATING A LAW, OBLIGATES THE GOVERNMENT TO OFFICIALLY REQUEST HUNGARY TO BE ACCEPTED IN THE EUROPEAN TRANSITION RATE MECHANISM (ERM II) SYSTEM IN THE INTEREST OF HUNGARY'S JOINING THE EURO ZONE?",PreInadmissible
4943,Hungary Proactive,Hungary,Proactive,2017-04-06,2017,"Do you agree that the number 6 cards of network persons who cooperate with state security services and have family names beginning with the letters ""P"", ""A"", ""K"" and ""S"" should be made public?",PreInadmissible
4944,Hungary Proactive,Hungary,Proactive,2017-03-02,2017,Do you agree that the Parliament obliges the Government to initiate the termination of the Agreement between the Government of Hungary and the Government of the Russian Federation on cooperation in the peaceful use of nuclear energy?,PreInadmissible
4945,Hungary Proactive,Hungary,Proactive,2017-03-10,2017,Do you agree that the Parliament should adopt a new energy strategy that prioritizes renewable energy over all other energy production solutions?,PreInadmissible
4946,Hungary Proactive,Hungary,Proactive,2017-05-31,2017,Do you agree that the Parliament should allow all Hungarian citizens receiving old-age pensions to pursue gainful activities while keeping their old-age pensions?,PreInadmissible
4947,Hungary Proactive,Hungary,Proactive,2017-08-15,2017,"Do you agree that the Parliament should amend the 2011 law governing the initiation of disciplinary proceedings against judges. CLXVII TV. 106-109. §, and the VIII of 1871. Article 1-2 of the law. and 37-43. is regulated in accordance with §, and that CLXVII of 2011, which regulates the compensation liability of judges. TV. IX. Chapter VIII of 1871. Article 66-75 of the law. supplement it with the rules contained in section?",PreInadmissible
4948,Hungary Proactive,Hungary,Proactive,2017-04-06,2017,Do you agree that the Parliament should ban nuclear fission in Hungary?,PreInadmissible
4949,Hungary Proactive,Hungary,Proactive,2017-06-23,2017,Do you agree that the Parliament should enact a law prohibiting the storage of high-level nuclear waste in Hungary?,PreInadmissible
4950,Hungary Proactive,Hungary,Proactive,2017-04-03,2017,"Do you agree that the Parliament should enact a law so that it is not possible to organize a sporting event in Hungary in which competitors are restricted or favored on the basis of sexual orientation, nationality, origin, worldview, or religion?",PreInadmissible
4951,Hungary Proactive,Hungary,Proactive,2017-09-20,2017,"Do you agree that the Parliament should repeal Act CLXIV of 2011 on the legal status of the chief prosecutor, prosecutors and other prosecutorial employees and the prosecutorial career path?"" § 22, paragraph (2) point a) of the Act, according to which, if the mandate of the chief prosecutor is terminated after the end of the term of office, he can exercise the powers of the chief prosecutor until the beginning of the mandate of the new chief prosecutor?",PreInadmissible
4952,Hungary Proactive,Hungary,Proactive,2017-09-20,2017,"Do you agree that the Parliament should repeal Act CLXIV of 2011 on the legal status of the chief prosecutor, prosecutors and other prosecutorial employees and the prosecutorial career path?"" § 22, subsection (2) point a) of the Act?",PreInadmissible
4953,Hungary Proactive,Hungary,Proactive,2017-04-06,2017,"Do you agree that the Parliament should repeal Act II of 2007 on the entry and residence of third-country nationals?"" Act 35/A-35/C. §§?",PreInadmissible
4954,Hungary Proactive,Hungary,Proactive,2017-03-10,2017,Do you agree that the Parliament should stipulate in law that residential use of renewable energy precedes all other energy sources?,PreInadmissible
4955,Hungary Proactive,Hungary,Proactive,2017-06-07,2017,Do you agree that the parties should pay back the state subsidies received for the elections?,PreInadmissible
4956,Hungary Proactive,Hungary,Proactive,2017-03-31,2017,"Do you agree that the person who tortures or destroys an animal should receive actual imprisonment, and in such cases the lower limit of the punishment should be at least 2 years, and do you support the introduction of the secondary punishment that can be applied in addition to the main punishment of imprisonment and is suitable for , to ban the animal keeper from this activity for a period of up to 5 years, and whoever starts to keep animals again during the ban should also be punished?",PreInadmissible
4957,Hungary Proactive,Hungary,Proactive,2017-05-31,2017,Do you agree that the state should provide free children's meals every day of the year for children receiving regular child protection benefits?,PreInadmissible
4958,Hungary Proactive,Hungary,Proactive,2017-09-20,2017,Do you agree that the state tax authority should not be able to conduct an asset acquisition investigation only in case of suspicion of a crime?,PreInadmissible
4959,Hungary Proactive,Hungary,Proactive,2017-06-20,2017,"Do you agree that the total output of nuclear power units operating simultaneously in Hungary should not exceed 2,000 megawatts?",PreInadmissible
4960,Hungary Proactive,Hungary,Proactive,2017-12-05,2017,Do you agree that the trade union objection (veto) right should be restored to the Labor Code?,PreInadmissible
4961,Hungary Proactive,Hungary,Proactive,2017-04-10,2017,Do you agree that the validity of a contract concluded by a publicly-owned business company should be that the contract is published on the Internet by the publicly-owned business company?,PreInadmissible
4962,Hungary Proactive,Hungary,Proactive,2017-04-10,2017,Do you agree that the validity of the contract concluded by the budget body should be that the contract be published on the Internet by the budget body?,PreInadmissible
4963,Hungary Proactive,Hungary,Proactive,2017-04-10,2017,Do you agree that you can appeal to the reporting court against the decision to terminate the investigation in relation to corruption crimes?,PreInadmissible
4964,Hungary Proactive,Hungary,Proactive,2017-09-20,2017,"Do you agree that, due to a conflict of interest, you cannot participate in a public procurement procedure as a tenderer, applicant, subcontractor, or as an organization participating in the verification of suitability, an organization in which the Prime Minister, Ptk. 8:1. Does your relative have majority influence according to § (1) point 2?",PreInadmissible
4965,Hungary Proactive,Hungary,Proactive,2017-04-10,2017,"Do you agree that, in relation to corruption crimes, you can appeal to the reporting court against the rejection of the report?",PreInadmissible
4966,Hungary Proactive,Hungary,Proactive,2017-03-22,2017,Do you agree with the commissioning of nuclear power units in Hungary before 2080?,PreInadmissible
4967,Hungary Proactive,Hungary,Proactive,2017-10-13,2017,Do you agree with the construction of the seventh and other reactor units at Paks?,PreInadmissible
4968,Hungary Proactive,Hungary,Proactive,2017-04-11,2017,"Do you agree with the fact that a foreign higher education institution can carry out training activities that award diplomas in Hungary, regardless of whether it actually conducts higher education training in the country of its headquarters?",PreInadmissible
4969,Hungary Proactive,Hungary,Proactive,2017-04-11,2017,Do you agree with the fact that a foreign higher education institution can continue to provide diploma-granting training activities in Hungary regardless of the fact that the binding scope of the international agreement on the principle support of its operation in Hungary has been recognized by the contracting parties?,PreInadmissible
4970,Hungary Proactive,Hungary,Proactive,2017-04-25,2017,Do you agree with the fact that the National Assembly should declassify all itemized budgets that establish the price of the expansion of the Paks nuclear power plant by law?,PreInadmissible
4971,Hungary Proactive,Hungary,Proactive,2017-04-25,2017,Do you agree with the fact that the National Assembly should release the classification of all documents related to the expansion of the Paks nuclear power plant by law?,PreInadmissible
4972,Hungary Proactive,Hungary,Proactive,2017-09-20,2017,"Do you agree with the fact that the Parliament should amend Act CLXIV of 2011 on the legal status of the chief prosecutor, prosecutors and other prosecutorial employees and the career path of prosecutors?"" law, that if the mandate of the chief prosecutor is terminated after the end of the term of office, then the former chief prosecutor cannot exercise the powers of the chief prosecutor until the beginning of the mandate of the new chief prosecutor?",PreInadmissible
4973,Hungary Proactive,Hungary,Proactive,2017-10-10,2017,"Do you agree with the fact that the Parliament should make it possible for men in Hungary to retire if they have 42 years of insurance coverage from January 1 of the year following the referendum held on this issue, by making appropriate amendments to the pension legislation?",PreInadmissible
4974,Hungary Proactive,Hungary,Proactive,2017-07-06,2017,Do you agree with the fact that the parties should not receive state support for campaign activities during the election of parliamentarians?,PreInadmissible
4975,Hungary Proactive,Hungary,Proactive,2017-03-06,2017,DO YOU AGREE WITH THE LAW OF THE HUNGARIAN NATIONAL ASSEMBLY STATES THAT CURRENCY-BASED LOANS SHOULD BE ACCOUNTED AND REPAYED AT THE EXCHANGE RATE AT THE TIME OF ADMISSION?,PreInadmissible
4976,Hungary Proactive,Hungary,Proactive,2017-04-06,2017,Do you agree with the Parliament renaming the city of Paks in order to invalidate the international agreements related to the planned new nuclear power plant blocks?,PreInadmissible
4977,Hungary Proactive,Hungary,Proactive,2017-03-21,2017,"Do you hope that the Parliament prohibits by law that - in addition to the 12.5 billion euros announced at the signing of the Hungarian-Russian agreement on the construction of the two new reactor blocks of the Paks nuclear power plant in January 2014 - additional amounts are spent on the construction of the blocks or on the electricity in connection with its integration into the system, either by the state, by the investor or operator of the new blocks, or by the electricity system manager or the wholesaler, whether financed from own resources or by borrowing?",PreInadmissible
4978,Hungary Proactive,Hungary,Proactive,2017-03-21,2017,"Do you hope that the Parliament will ensure by law that after December 31, 2017, a nuclear reactor, other nuclear facility, or radioactive waste storage facility can operate in Hungary only if the license holder is fully responsible for the damage caused by a possible nuclear accident do you have sufficient insurance or other financial cover to reimburse you?",PreInadmissible
4979,Hungary Proactive,Hungary,Proactive,2017-03-21,2017,"Do you hope that the Parliament will make a decision that starting from January 1, 2019 at the latest, Hungary will implement the steps of the ""Energy Turnaround"" program taking place in Germany - above all, the start-up of solar and wind energy-based electricity production with state aid - so that the to develop the Hungarian version of the program, is the government asking the German government for professional help?",PreInadmissible
4980,Hungary Proactive,Hungary,Proactive,2017-09-27,2017,"DO YOU WANT A TERRITORIAL AUTONOMY NAMED THE ROMA PROVINCE OF NORTHERN HUNGARY ESTABLISHED IN BORSOD-ABAÚJ-ZEMPLÉ, SZABOLCS-SZATMÁR-BEREG, NÓGRÁD AND HEVES COUNTIES?",PreInadmissible
4981,Hungary Proactive,Hungary,Proactive,2017-03-27,2017,"Do you want consumers to be provided with quality-assured food at an affordable price by national model farms or co-operatives, which, in addition to varied nutrition, also serve to maintain health in the long term?",PreInadmissible
4982,Hungary Proactive,Hungary,Proactive,2017-02-22,2017,Do you want early parliamentary elections in Hungary?,PreInadmissible
4983,Hungary Proactive,Hungary,Proactive,2017-06-28,2017,"Do you want Hungary to apply to the International Court of Justice in The Hague to declare the Paris Peace Treaty signed by Act XVIII of 1947 null and void on the grounds that it violates the Civil Rights of the Hungarian, Székely and Ruthenian peoples signed by Decree No. 8 of 1976 and International Covenant on Political Rights Part 1 Article 1. your right to self-determination stated in point 1?",PreInadmissible
4984,Hungary Proactive,Hungary,Proactive,2017-12-08,2017,Do you want Hungary to recognize the Catalan Republic?,PreInadmissible
4985,Hungary Proactive,Hungary,Proactive,2017-03-27,2017,"Do you want the domestic minimum wage to be adjusted to the European minimum wage in the short term, so that we can keep and call our children and grandchildren home?",PreInadmissible
4986,Hungary Proactive,Hungary,Proactive,2017-03-27,2017,Do you want the needy to be treated individually in innovative Hungarian super-hospitals instead of a waiting list?,PreInadmissible
4987,Hungary Proactive,Hungary,Proactive,2017-12-18,2017,Do you want the Parliament to enact a law so that the retail margin for diesel cannot be more than HUF 10 per liter?,PreInadmissible
4988,Hungary Proactive,Hungary,Proactive,2017-12-18,2017,Do you want the Parliament to enact a law so that the retail margin of gasoline cannot be more than HUF 10 per liter?,PreInadmissible
4989,Hungary Proactive,Hungary,Proactive,2017-12-18,2017,Do you want the Parliament to enact a law so that the wholesale margin for diesel cannot be more than HUF 10 per liter?,PreInadmissible
4990,Hungary Proactive,Hungary,Proactive,2017-12-18,2017,Do you want the Parliament to enact a law so that the wholesale margin for gasoline cannot be more than HUF 10 per liter?,PreInadmissible
4991,Hungary Proactive,Hungary,Proactive,2017-03-27,2017,"Do you want, for example, In connection with the Olympics and all major public investments, should the opposition and civil organizations be given broad control rights and their positions be published for everyone - also available in the public media?",PreInadmissible
4992,Hungary Proactive,Hungary,Proactive,2017-03-21,2017,"Do you wish for the Parliament to enshrine in law: no lowland hydropower plant or mountain pumped-reservoir power plant can be built in Hungary, which would be used - even indirectly - to balance the periodic surplus of nuclear-based electricity generation?",PreInadmissible
4993,Hungary Proactive,Hungary,Proactive,2017-11-15,2017,Does our country want to join the so-called enhanced cooperation with the European Public Prosecutor's Office (EPPO)?,PreInadmissible
4994,Hungary Proactive,Hungary,Proactive,2018-03-03,2018,"Do you agree that a person elected to the office of Prime Minister of Hungary can only be re-elected once, and can only be Prime Minister again for a maximum of four years after the end of the mandate of the Parliament that elected him?",PreInadmissible
4995,Hungary Proactive,Hungary,Proactive,2018-04-18,2018,"Do you agree that from September 1, 2019 at the latest, compulsory classes can only be held between 8:00 a.m. and 4:00 p.m. in primary and secondary schools, both for students who have already entered the school system and for future students?",PreInadmissible
4996,Hungary Proactive,Hungary,Proactive,2018-07-17,2018,"Do you agree that from September 1, 2019, the working hours of teachers in Hungary should not exceed 22 hours per week?",PreInadmissible
4997,Hungary Proactive,Hungary,Proactive,2018-07-17,2018,"Do you agree that government offices in Hungary must establish an employment relationship with those persons who are entitled to a nursing fee from September 1, 2019?",PreInadmissible
4998,Hungary Proactive,Hungary,Proactive,2018-04-18,2018,"Do you agree that if the primary school or secondary school cannot provide the basic material conditions necessary for everyday physical education (for example, if there is not enough gymnasium, exercise room or indoor sports field, if there is no sports facility available for this purpose nearby), then the local curriculum can reduce the number of physical education lessons to 4 or 3 lessons per week, or allow other movement activities (for example playground movement, walking trips, dance lessons) for a period corresponding to the missed lessons until the necessary conditions are met?",PreInadmissible
4999,Hungary Proactive,Hungary,Proactive,2018-04-18,2018,"Do you agree that in educational institutions of the public education system (especially in kindergartens, primary schools and secondary schools) the head of the institution can only be a person whose appointment the board of education - by secret ballot, with at least a simple majority of those entitled to vote - did you agree in advance?",PreInadmissible
5000,Hungary Proactive,Hungary,Proactive,2018-07-17,2018,"Do you agree that in Hungary from September 1, 2019, the number of compulsory and optional teaching hours in one school day cannot exceed four teaching hours in the lower grades of elementary schools?",PreInadmissible
5001,Hungary Proactive,Hungary,Proactive,2018-04-18,2018,"Do you agree that in primary and secondary schools, the compulsory physical education lessons of the student in excess of 3 lessons per week can be replaced at the request of the parent by a teacher with a specialized higher education degree, a coach or a person with a professional training qualification and regularly certified, at least the replaced lesson (k) with a sports or movement art (e.g. dance, ballet) activity for a period of time? (For example, 1 lesson per week should be replaced by at least 45 minutes of such activities per week, 2 lessons per week at least 90 minutes per week with such activities.)",PreInadmissible
5002,Hungary Proactive,Hungary,Proactive,2018-04-18,2018,"Do you agree that in primary schools and secondary schools , both for students who have already entered the school system and for future students, from September 1, 2019 at the latest, any other compulsory activities (for example, daycare activities) in addition to the student's compulsory lessons taking into account the workload, can it be prescribed only on the recommendation of the school's teacher (including the school's special education teacher, speech therapist, conductor) or the pedagogical service and - with the exception of catch-up sessions - with the consent of the parent ?",PreInadmissible
5003,Hungary Proactive,Hungary,Proactive,2018-07-17,2018,"Do you agree that in the case of private debtors in Hungary, the eviction of residential properties cannot take place within the framework of the execution procedure between October 1 and April 1?",PreInadmissible
5004,Hungary Proactive,Hungary,Proactive,2018-04-18,2018,"Do you agree that primary schools 1-4. For students who have already entered the school system in their first grade, as well as for future students, from September 1, 2019 at the latest , compulsory assignments for students to be completed independently (in particular, written homework and oral preparation assignments) can only be given on school days during the school year, the given class based on your average working pace for a maximum of 0.5 hours per day?",PreInadmissible
5005,Hungary Proactive,Hungary,Proactive,2018-07-17,2018,"Do you agree that starting from September 1, 2019, neither religious studies nor morals should be a compulsory subject in non-church-maintained educational institutions in Hungary?",PreInadmissible
5006,Hungary Proactive,Hungary,Proactive,2018-07-17,2018,"Do you agree that starting September 1, 2019 in Hungary, the number of compulsory and optional teaching hours in one school day cannot exceed five teaching hours in the upper division of elementary schools?",PreInadmissible
5007,Hungary Proactive,Hungary,Proactive,2018-07-17,2018,"Do you agree that starting September 1, 2019 in Hungary, the number of compulsory and optional teaching hours in one school day cannot exceed six teaching hours in secondary schools?",PreInadmissible
5008,Hungary Proactive,Hungary,Proactive,2018-08-02,2018,Do you agree that students participating in higher education programs supported by a state (partial) scholarship should not be required to maintain a domestic employment relationship for a period equal to the duration of the support within twenty years after obtaining the diploma?,PreInadmissible
5009,Hungary Proactive,Hungary,Proactive,2018-10-12,2018,Do you agree that students pursuing state-supported higher education should not have to pay a training contribution?,PreInadmissible
5010,Hungary Proactive,Hungary,Proactive,2018-10-17,2018,"Do you agree that the benefits to the Prime Minister should not include healthcare""?",PreInadmissible
5011,Hungary Proactive,Hungary,Proactive,2018-06-28,2018,Do you agree that the consumption of cannabis in Hungary should not be classified as a crime under criminal law?,PreInadmissible
5012,Hungary Proactive,Hungary,Proactive,2018-04-18,2018,"Do you agree that the curriculum and exam requirements in primary schools and secondary schools , both for students who have already entered the school system and for future students, should be reduced or changed to such an extent from September 1, 2019 at the latest, that the matriculation, professional and admission on exams, only the course material taught in compulsory lessons for students can be counted, and the number of compulsory lessons (including physical education and taking lessons of no more than 45 minutes as a basis) may not exceed the following number of weekly lessons under any legal title:Year 1: 20 lessons, Year 2: 20 lessons, Year 3: 22 lessons, Year 4: 23 lessons, Year 5: 25 lessons, Year 6: 25 lessons, Year 7: 27 lessons, 8 .grade: 27 lessons, 9th grade: 30 lessons, 10th grade: 30 lessons, 11th grade: 30 lessons, 12th grade: 30 lessons, 13th grade: 30 lessons?",PreInadmissible
5013,Hungary Proactive,Hungary,Proactive,2018-07-19,2018,Do you agree that the Government and the bodies under its control can only publish paid advertisements that inform a wide range of citizens about the facts that are essential for them to exercise their rights?,PreInadmissible
5014,Hungary Proactive,Hungary,Proactive,2018-02-26,2018,Do you agree that the government should make public its complete documentation related to the construction of the Budapest-Belgrád railway,PreInadmissible
5015,Hungary Proactive,Hungary,Proactive,2018-02-26,2018,Do you agree that the government should make public its complete documentation related to the settlement bond! From 2014 to 2018,PreInadmissible
5016,Hungary Proactive,Hungary,Proactive,2018-02-26,2018,Do you agree that the government should make public the complete documentation of the agreements concluded with multi-companies? from 2014 to 2018,PreInadmissible
5017,Hungary Proactive,Hungary,Proactive,2018-02-26,2018,Do you agree that the government should make public the complete documentation of the awarded public procurement tenders from 2014 to 2018?,PreInadmissible
5018,Hungary Proactive,Hungary,Proactive,2018-02-26,2018,Do you agree that the government should make public the complete documentation of the costs spent on the media campaign from 2014-2018!,PreInadmissible
5019,Hungary Proactive,Hungary,Proactive,2018-02-26,2018,Do you agree that the government should make public the complete documentation of the Roma projects supported by the EU in the period from 2014 to 2018?,PreInadmissible
5020,Hungary Proactive,Hungary,Proactive,2018-02-26,2018,"Do you agree that the Hungarian National Bank should make public the complete documentation of its other subsidies paid in the period between 2014 and 2018, which are not related to the operation of the bank?",PreInadmissible
5021,Hungary Proactive,Hungary,Proactive,2018-08-02,2018,Do you agree that the marriage can also be dissolved by a notary public?,PreInadmissible
5022,Hungary Proactive,Hungary,Proactive,2018-10-04,2018,"Do you agree that the old-age pension in accordance with the legal provisions in force on December 30, 2011 can be used again by those employed in jobs that qualify for the old-age benefit from January 1, 2019?",PreInadmissible
5023,Hungary Proactive,Hungary,Proactive,2018-07-27,2018,Do you agree that the Parliament obliges the Government with a resolution to apply to the Council and Commission of the European Union for its participation in enhanced cooperation on the European Public Prosecutor's Office ?,PreInadmissible
5024,Hungary Proactive,Hungary,Proactive,2018-07-16,2018,"Do you agree that the Parliament prohibits the publication of paid advertisements by the Government and the bodies under its control from January 1, 2019?",PreInadmissible
5025,Hungary Proactive,Hungary,Proactive,2018-11-13,2018,"Do you agree that the Parliament regulates by law the advertising, PR and communication activities of the government, the central budget bodies under the control of the government, and other majority state-owned economic organizations and their detailed rules?",PreInadmissible
5026,Hungary Proactive,Hungary,Proactive,2018-10-19,2018,"Do you agree that the Parliament should amend Act CXIII of 1996 on housing savings funds in such a way? law so that the rules on the use of state aid are also applicable to contracts concluded after October 17, 2018?",PreInadmissible
5027,Hungary Proactive,Hungary,Proactive,2018-07-27,2018,Do you agree that the Parliament should amend Act XXXVI of 2013 on the election procedure in such a way that law so that an advertisement of a publicly owned business company cannot appear in press products during the election campaign period?,PreInadmissible
